2023/03/11 14:28:02;9.9.9.9;Quad9 Primary DNS;8.815
2023/03/11 14:29:02;9.9.9.9;Quad9 Primary DNS;8.299
2023/03/11 14:30:02;9.9.9.9;Quad9 Primary DNS;8.553
2023/03/11 14:31:02;9.9.9.9;Quad9 Primary DNS;8.788
2023/03/11 14:32:02;9.9.9.9;Quad9 Primary DNS;8.800
2023/03/11 14:34:02;9.9.9.9;Quad9 Primary DNS;8.901
2023/03/11 14:35:02;9.9.9.9;Quad9 Primary DNS;8.635
2023/03/11 14:33:02;9.9.9.9;Quad9 Primary DNS;8.859
2023/03/11 14:36:01;9.9.9.9;Quad9 Primary DNS;9.193
2023/03/11 14:37:01;9.9.9.9;Quad9 Primary DNS;8.619
2023/03/11 14:38:02;9.9.9.9;Quad9 Primary DNS;8.570
2023/03/11 14:39:02;9.9.9.9;Quad9 Primary DNS;8.705
2023/03/11 14:40:01;9.9.9.9;Quad9 Primary DNS;8.216
